Rank,Artist Name,WF Score,Country,Type,Genre Tags,Primary Language,English Ratio,Last.fm Listeners,Last.fm Plays,Size Category,Estimated Tracks,Albums,EPs,Singles,Latest Release Date,Active Since,Score: Popularity,Score: English,Score: Tracks,Score: Active,Score: Genre,Score: Country,MusicBrainz ID,Last.fm URL,Status
1,Bloodred Hourglass,98,Finland,Group,"groove metal, metal, melodic death metal, thrash metal",eng,100%,55357,2098892,wf_sweet_spot,104,7,4,14,2025-10-03,2005,25,20,15,15,15,8,42004a2e-4066-4556-ba62-f88b9753f93d,https://www.last.fm/music/Bloodred+Hourglass,
2,Cats of Transnistria,98,Finland,Group,"dream pop, ambient pop",eng,100%,5831,38162,wf_sweet_spot,47,4,1,2,2025-03-21,2014,25,20,15,15,15,8,43473c7e-9920-4175-931a-255966a74007,https://www.last.fm/music/Cats+of+Transnistria,
3,Fanu,98,Finland,Person,"breaks, drum and bass",eng,91%,40245,734425,wf_sweet_spot,190,13,12,0,2025-05-02,1980,25,20,15,15,15,8,cdd61981-4dda-4990-aaa4-37c96fe30aa8,https://www.last.fm/music/Fanu,
4,Forces,98,Finland,Person,"experimental, electronic",eng,100%,6308,46888,wf_sweet_spot,75,7,1,0,2025-07-18,,25,20,15,15,15,8,ccd36e20-4fa4-4b2e-b2d1-97bd29e9e99f,https://www.last.fm/music/Forces,
5,Goatmoon,98,Finland,Group,"nsbm, black metal, metal",eng,82%,21154,1879892,wf_sweet_spot,195,14,11,0,2025-06-17,2002,25,20,15,15,15,8,4331da4f-052e-42b1-aba9-e69ebeb328ee,https://www.last.fm/music/Goatmoon,
6,Goldielocks,98,Finland,Person,"pop, synth-pop, suomi pop, umk 2025",eng,100%,27783,460916,wf_sweet_spot,27,1,1,12,2025-10-24,2001,25,20,15,15,15,8,441f8d9e-3d21-41fd-8e41-c1330ed7815b,https://www.last.fm/music/Goldielocks,
7,Hanging Garden,98,Finland,Group,"metal, gothic metal, doom metal, death-doom metal",eng,100%,82390,1685958,wf_sweet_spot,138,9,8,8,2026-03-20,2004,25,20,15,15,15,8,2920ec0c-96fb-41de-bde9-a692908ffd92,https://www.last.fm/music/Hanging+Garden,
8,Hexvessel,98,Finland,Group,"black metal, folk rock, psychedelic rock, psychedelic folk, avant-garde black metal, ritual folk psychedelia",eng,100%,75712,2213982,wf_sweet_spot,109,8,3,14,2025-06-13,2009,25,20,15,15,15,8,a7ee612d-1f9b-4446-8765-9d178ead346c,https://www.last.fm/music/Hexvessel,
9,Horizon Ignited,98,Finland,Group,"melodic death metal, metalcore",eng,100%,34427,542561,wf_sweet_spot,34,3,0,4,2026-03-06,2017,25,20,15,15,15,8,c8189cda-1da8-4c99-99b9-7649786c5e97,https://www.last.fm/music/Horizon+Ignited,
10,Jolly Jumpers,98,Finland,Group,"rock, garage rock, alternative country",eng,86%,20217,143390,wf_sweet_spot,70,7,0,0,2025-03-21,1980,25,20,15,15,15,8,0c88b21f-4a23-4949-8613-277589d38530,https://www.last.fm/music/Jolly+Jumpers,
11,Leverage,98,Finland,Group,"heavy metal, power metal",eng,100%,31175,968256,wf_sweet_spot,99,8,3,4,2025-06-20,2005,25,20,15,15,15,8,ae641868-c11d-46e4-af67-b56d211eef1d,https://www.last.fm/music/Leverage,
12,Physics,98,Finland,Person,drum and bass,eng,100%,69409,466601,wf_sweet_spot,26,1,1,11,2025-03-21,,25,20,15,15,15,8,26d5613a-0099-474b-82c7-5ec687a8a5ea,https://www.last.fm/music/Physics,
13,Project Silence,98,Finland,Group,"melodic death metal, industrial metal, metal, death metal, aggrotech, blackened death metal, synthwave, trance metal",eng,100%,9631,103706,wf_sweet_spot,58,4,1,13,2025-11-21,2008,25,20,15,15,15,8,563344a6-e531-4da0-a1be-984161a2954b,https://www.last.fm/music/Project+Silence,
14,Red Moon Architect,98,Finland,Group,"death-doom metal, funeral doom metal, doom metal",eng,100%,20564,311113,wf_sweet_spot,71,6,1,6,2025-04-17,2011,25,20,15,15,15,8,0619c97d-51f6-470c-bfd7-739e8ecffc95,https://www.last.fm/music/Red+Moon+Architect,
15,RinneRadio,98,Finland,Group,"electro jazz, electro, nu jazz",eng,76%,30739,408943,wf_sweet_spot,200,19,1,5,2025-09-26,1988,25,20,15,15,15,8,a9cd845f-e0e0-405a-b177-7eaba1cbf0ce,https://www.last.fm/music/Rinneradio,
16,Roberto Rodriguez,98,Finland,Person,"house, deep house, techno, tech house, indie dance, peak time techno",eng,100%,26809,141012,wf_sweet_spot,39,2,3,4,2025-03-28,,25,20,15,15,15,8,08389efc-56dc-44a1-aa25-bfd3f8ba87de,https://www.last.fm/music/Roberto+Rodriguez,
17,Spiritus Mortis,98,Finland,Group,"heavy metal, doom metal",eng,100%,19256,418647,wf_sweet_spot,100,8,4,0,2025-04-25,1987,25,20,15,15,15,8,9dd28f79-06b1-4ddc-8fab-cd739dcf8a78,https://www.last.fm/music/Spiritus+Mortis,
18,Stargazery,98,Finland,Group,heavy metal,eng,100%,6806,74796,wf_sweet_spot,40,4,0,0,2025-11-07,2005,25,20,15,15,15,8,e4a56b9e-3627-4d71-ba77-f2bb31db8b61,https://www.last.fm/music/Stargazery,
19,Urn,98,Finland,Group,"thrash metal, finnish, black metal",eng,100%,23095,391612,wf_sweet_spot,103,9,2,3,2025-03-28,1994,25,20,15,15,15,8,c861cb25-1c73-4200-9590-e97ea94f0eb4,https://www.last.fm/music/Urn,
20,Vortech,98,Finland,Group,"heavy metal, ambient, industrial metal, progressive metal, death metal, black metal, industrial death metal",eng,100%,5986,128988,wf_sweet_spot,100,9,2,0,2025-12-07,2005,25,20,15,15,15,8,fcd6946c-e1dd-43df-9ce7-37a36820100a,https://www.last.fm/music/Vortech,
21,Waltari,98,Finland,Group,"alternative rock, heavy metal, punk, progressive metal, metal, crossover, alternative metal, funk metal",eng,92%,51666,1758311,wf_sweet_spot,240,23,2,0,2025-05-16,1986,25,20,15,15,15,8,1b5843cc-3109-4496-888a-1ca5528aa7f9,https://www.last.fm/music/Waltari,
22,Antti Martikainen,95,Finland,Person,"metal, symphonic metal",eng,100%,60273,1060220,wf_sweet_spot,250,25,0,0,2025-02-03,,25,20,15,15,12,8,36b891ab-5e89-4f17-bb91-f189764de5ff,https://www.last.fm/music/Antti+Martikainen,
23,Baulta,95,Finland,Group,post-rock,eng,100%,16332,208538,wf_sweet_spot,55,5,1,0,2025-12-12,,25,20,15,15,12,8,3f63d399-a880-4967-8a7c-c84d83be4ace,https://www.last.fm/music/Baulta,
24,Don Johnson Big Band,95,Finland,Group,"alternative rock, electronic, hip hop",eng,92%,58947,1425938,wf_sweet_spot,84,8,0,4,2024-04-05,1997,25,20,15,12,15,8,af409a28-59b6-4a22-bead-aed6ebcbf32a,https://www.last.fm/music/Don+Johnson+Big+Band,
25,Druadan Forest,95,Finland,,"dungeon synth, fantasy, ambient, atmospheric black metal, epic, black metal, symphonic/black-metal / ambient",eng,90%,6550,84949,wf_sweet_spot,120,10,4,0,2024-02-23,1998,25,20,15,12,15,8,14a201fa-aee4-4cbb-9504-0049d8d19f9f,https://www.last.fm/music/Druadan+Forest,
26,Erja Lyytinen,95,Finland,Person,blues,eng,92%,14194,171994,wf_sweet_spot,205,20,1,0,2025-03-28,1976,25,20,15,15,12,8,b58cf0ab-c421-4628-8989-b4aa12e8ed76,https://www.last.fm/music/Erja+Lyytinen,
27,Iiro Rantala,95,Finland,Person,jazz,eng,79%,44459,469553,wf_sweet_spot,250,25,0,0,2025-11-14,1970,25,20,15,15,12,8,0a59b069-2fc8-452c-9876-998a941c198c,https://www.last.fm/music/Iiro+Rantala,
28,Morphology,95,Finland,Group,"electronic, electro, techno, acid techno",eng,100%,10705,148420,wf_sweet_spot,170,9,16,0,2024-04-04,,25,20,15,12,15,8,543a21fc-75e7-4283-b1d0-9f00a3c4d576,https://www.last.fm/music/Morphology,
29,Neøv,95,Finland,Group,"dream pop, indie pop",eng,100%,8519,151557,wf_sweet_spot,51,5,0,1,2024-08-23,2012,25,20,15,12,15,8,ff8bd9c1-f689-4da0-9fce-01aaf2fdf0a5,https://www.last.fm/music/+noredirect/NE%C3%98V,
30,Oddarrang,95,Finland,Group,"experimental, jazz, post-rock",eng,75%,9462,99268,wf_sweet_spot,60,6,0,0,2024-04-05,2003,25,20,15,12,15,8,04b1c1d6-d1d4-4a46-9b7d-990913b31703,https://www.last.fm/music/Oddarrang,
31,Resound,95,Finland,Person,drum and bass,eng,100%,11154,52709,wf_sweet_spot,120,7,8,10,2024-12-06,,25,20,15,12,15,8,9879cd2c-368d-48ef-8bc3-c9398c175373,https://www.last.fm/music/Resound,
32,Ride for Revenge,95,Finland,Group,"black metal, experimental black metal, finnish, darkness, evil, satan, experimental",eng,92%,7209,388657,wf_sweet_spot,180,15,6,0,2024-05-22,2001,25,20,15,12,15,8,5f933291-038e-459b-a9a7-eab084d90a5d,https://www.last.fm/music/Ride+For+Revenge,
33,Rubus,95,Finland,Person,"downtempo, instrumental, chillwave, boom bap, instrumental hip hop, lo-fi, lo-fi hip hop, hip hop",eng,90%,8840,31963,wf_sweet_spot,10,0,0,10,2025-07-21,,25,20,12,15,15,8,d498ffe5-d191-464a-a86d-23b6b1d65a7f,https://www.last.fm/music/Rubus,
34,Satanic Warmaster,95,Finland,Group,"metal, black metal, war, darkness, satanism, vampirism, lycanthropia",eng,88%,82629,4586088,wf_sweet_spot,240,23,2,0,2024-12-13,1998,25,20,15,12,15,8,cf9e4560-c798-477e-8fe5-93423009b71b,https://www.last.fm/music/Satanic+Warmaster,
35,Tasavallan Presidentti,95,Finland,Group,"finnish, european, jazz rock, progressive rock, psychedelic folk, psychedelic pop",eng,80%,12021,230640,wf_sweet_spot,152,15,0,2,2024,1969,25,20,15,12,15,8,6f0e86fc-25ff-4e1f-b14e-024020a07bda,https://www.last.fm/music/Tasavallan+Presidentti,
36,Tempo Giusto,95,Finland,Person,"trance, pop, hardcore, dance, house, deep house, techno, electronica",eng,100%,26676,184889,wf_sweet_spot,23,0,1,18,2024-08-05,1986,25,20,15,12,15,8,709b49cc-4c64-4220-a6f9-d8fab1e70465,https://www.last.fm/music/Tempo+Giusto,
37,The Sultans,95,Finland,Group,"blues rock, blues",eng,100%,7760,110462,wf_sweet_spot,40,4,0,0,2024,,25,20,15,12,15,8,79fca765-5bfe-4189-b521-fa2deb08926e,https://www.last.fm/music/The+Sultans,
38,The True Werwolf,95,Finland,Group,"darkness, lycanthropia, hate, perversions, dark ambient, satan, vampirism, sex",eng,93%,5298,115134,wf_sweet_spot,130,8,10,0,2024-01-24,2002,25,20,15,12,15,8,921fccbe-5bb6-442f-9b69-bb3f3d9baf01,https://www.last.fm/music/The+True+Werwolf,
39,Timo Lassy,95,Finland,Person,"jazz, soul jazz, latin jazz, jazzmusiker, saxofonist",eng,96%,32854,259420,wf_sweet_spot,133,12,1,8,2024-02-23,1974,25,20,15,12,15,8,65541f32-262c-4a6a-a887-d192d6630ff3,https://www.last.fm/music/Timo+Lassy,
40,Verneri Pohjola,95,Finland,Person,"jazz, avant-garde jazz, contemporary jazz",eng,85%,16952,108639,wf_sweet_spot,202,20,0,2,2024-11-15,1977,25,20,15,12,15,8,2481455b-77fc-4211-89f3-44b9ca40d619,https://www.last.fm/music/Verneri+Pohjola,
41,Wheel,95,Finland,Group,"rock, progressive rock, progressive metal, metal, alternative metal",eng,100%,79886,1474800,wf_sweet_spot,58,3,4,8,2024-05-03,2015,25,20,15,12,15,8,4a059eea-f04b-4a49-a705-dd7d15566116,https://www.last.fm/music/Wheel,
42,Wolfhorde,95,Finland,Group,"history, black metal, death, mythology, paganism, folk metal, nature",eng,80%,14097,147272,wf_sweet_spot,48,3,3,3,2024-08-30,2000,25,20,15,12,15,8,e20f4c90-6dfd-46c2-b3a1-254599a8a875,https://www.last.fm/music/Wolfhorde,
43,Aki Rissanen,93,Finland,Person,"contemporary jazz, jazz, jazz fusion",eng,68%,7612,47630,wf_sweet_spot,150,15,0,0,2025,1980,25,15,15,15,15,8,bd929a99-9a63-453d-abaf-35a0c8d16fbc,https://www.last.fm/music/Aki+Rissanen,
44,Lau Nau,93,Finland,Person,"ambient, chamber folk, folk pop",fin,40%,45614,711791,wf_sweet_spot,145,14,1,0,2025-12-10,1980,25,15,15,15,15,8,a7a48193-76a8-4a7c-806a-cdc419d0a52e,https://www.last.fm/music/Lau+Nau,
45,Orvokki,93,Finland,Person,indie pop,fin,33%,7039,151191,wf_sweet_spot,25,2,1,0,2025-11-07,,25,15,15,15,15,8,d024bce3-b20d-4da6-948e-d0855f64ab79,https://www.last.fm/music/Orvokki,
46,Pharaoh Overlord,93,Finland,Group,"rock, metal, stoner rock, psychedelic rock, experimental rock, rock and indie",eng,64%,23179,406653,wf_sweet_spot,232,23,0,2,2025-07-25,2000,25,15,15,15,15,8,a88146b9-5a2e-4865-9d07-96d6b2819878,https://www.last.fm/music/Pharaoh+Overlord,
47,Grande Mahogany,92,Finland,Group,"funk, psychedelic rock, neo-psychedelia",eng,100%,19090,206367,wf_sweet_spot,10,1,0,0,2024-02-09,,25,20,12,12,15,8,cce3fef1-eed5-46bc-8daf-c874e1687e6c,https://www.last.fm/music/Grande+Mahogany,
48,Mikko Joensuu,92,Finland,Person,"dream pop, progressive electronic",eng,100%,15918,205524,wf_sweet_spot,41,4,0,1,2024-01-26,1986,25,20,15,12,12,8,1879f99d-e3fe-4013-9fb4-1ffd68b3e33f,https://www.last.fm/music/Mikko+Joensuu,
49,Netrum,92,Finland,Person,"electronic, house, edm",eng,100%,68460,1036327,wf_sweet_spot,15,0,0,15,2024-12-20,,25,20,15,12,12,8,e654be5a-53e6-4e7a-9c78-2e14428e893a,https://www.last.fm/music/Netrum,
50,vhskid.,92,Finland,Group,"hip hop, chillwave, instrumental hip hop, boom bap, lo-fi, lo-fi hip hop, downtempo, instrumental",eng,100%,29413,85860,wf_sweet_spot,12,0,0,12,2025-11-24,,25,20,12,15,12,8,9bd2a6cd-75be-4774-bc38-a207511347ad,https://www.last.fm/music/vhskid.,
51,Arktau Eos,91,Finland,Group,"dark ambient, drone, electro",eng,100%,9625,441348,wf_sweet_spot,85,8,1,0,2023-01,2005,25,20,15,8,15,8,3f551681-b3b9-40a3-9bc9-6fc115787f08,https://www.last.fm/music/Arktau+Eos,
52,Dead Shape Figure,91,Finland,Group,"melodic death metal, thrash metal",eng,100%,12138,198030,wf_sweet_spot,95,6,5,10,2023-05-12,2003,25,20,15,8,15,8,bf665135-3852-4a65-a86e-53475ed53b47,https://www.last.fm/music/Dead+Shape+Figure,
53,DraGonis,91,Finland,Person,edm,eng,100%,6695,107154,wf_sweet_spot,37,0,3,22,2025-03-07,,25,20,15,15,8,8,851ff3cf-dbfb-4e56-b650-c4f3e35093bd,https://www.last.fm/music/Dragonis,
54,Eero Koivistoinen,91,Finland,Person,jazz,eng,71%,5388,48768,wf_sweet_spot,236,23,1,1,2023-09-29,1946,25,20,15,8,15,8,e6a4d776-739c-4659-bbde-68f7b8b611eb,https://www.last.fm/music/Eero+Koivistoinen,
55,Lackluster,91,Finland,Person,"electronic, idm",eng,100%,80867,1033971,wf_sweet_spot,210,20,2,0,2023-04-17,1978,25,20,15,8,15,8,7e31d421-093d-464f-bc19-7df2b2473748,https://www.last.fm/music/Lackluster,
56,Sansa,91,Finland,Person,"downtempo, pop, drum and bass, dance, house, finnish, deep house, electronica",eng,100%,10174,78663,wf_sweet_spot,57,5,0,7,2023-06-15,1980,25,20,15,8,15,8,54a62c6f-bf1c-4b0b-9f74-5466d6fac6f8,https://www.last.fm/music/Sansa,
57,Ville Valo,91,Finland,Person,"alternative rock, rock, gothic rock",eng,89%,82291,648924,wf_sweet_spot,29,2,1,4,2023-09-08,1976,25,20,15,8,15,8,d0169ab3-c719-4a25-be8b-8d707c9a39b7,https://www.last.fm/music/Ville+Valo,
58,Wigwam,91,Finland,Group,"rock, progressive rock, finnish, jazz rock, european",eng,92%,50998,1012632,wf_sweet_spot,214,21,0,4,2023-01,1969,25,20,15,8,15,8,dad658a2-b312-4728-b180-ce8fff119db6,https://www.last.fm/music/Wigwam,
59,Xysma,91,Finland,Group,"death metal, deathgrind, goregrind, death 'n' roll, garage rock, metal, death'n'roll, grindcore",eng,100%,13884,405845,wf_sweet_spot,106,9,3,1,2023-03-24,1988,25,20,15,8,15,8,bc02d844-575a-4d82-a0ac-09d9d93377f1,https://www.last.fm/music/Xysma,
60,Janna,90,Finland,Person,"pop, soul, international, r&b, finnish rock, finnish pop",eng,55%,21897,297408,wf_sweet_spot,66,6,0,6,2024-08-30,1981,25,15,15,12,15,8,b5b1055b-c8f5-4c71-b477-a66d63246395,https://www.last.fm/music/Janna,
61,Manolo,90,Finland,Person,"house, indie dance, nu disco",eng,64%,11026,55626,wf_sweet_spot,37,1,5,2,2025-06-30,,25,15,15,15,12,8,6d612dc6-1b74-4a9d-9f37-316b67e4aa6b,https://www.last.fm/music/Manolo,
62,BEHM,88,Finland,Person,"pop, iskelmä, art pop, finnish rock, finnish pop, finnish hip hop",fin,18%,25635,1740433,wf_sweet_spot,33,2,0,13,2025-09-11,1994,25,10,15,15,15,8,2f0d2263-76ee-4bb2-a990-01bd5ac3a867,https://www.last.fm/music/BEHM,
63,Eevil Stöö,88,Finland,Person,"trap, cloud rap",fin,5%,20630,2014475,wf_sweet_spot,205,18,5,0,2025-08-29,,25,10,15,15,15,8,4ea14f44-0dc4-441b-b9bf-c92141db4c26,https://www.last.fm/music/+noredirect/Eevil+St%C3%B6%C3%B6,
64,Elastinen,88,Finland,Person,"hip hop, pop rap",fin,4%,80954,2949451,wf_sweet_spot,122,11,0,12,2025-05-16,1981,25,10,15,15,15,8,147074e5-3ac8-478b-a852-daf4326281af,https://www.last.fm/music/Elastinen,
65,Hussain Ali,88,Finland,Person,"hip hop, lo-fi hip hop, downtempo, chillwave, instrumental hip hop, instrumental, lo-fi, boom bap",eng,100%,78429,537511,wf_sweet_spot,10,0,0,10,2023-08-22,,25,20,12,8,15,8,3e1c995a-b16d-4038-a11f-086925b94b6e,https://www.last.fm/music/Hussain+Ali,
66,Jokujekku,88,Finland,Person,"downtempo, instrumental, hip hop, lo-fi, boom bap, chillwave, instrumental hip hop, lo-fi hip hop",eng,96%,67677,248058,wf_sweet_spot,40,0,4,20,2023-12-04,,25,20,15,8,12,8,a26b0abf-79e5-48ce-96cd-02df62d59446,https://www.last.fm/music/Jokujekku,
67,Piirpauke,88,Finland,Group,"jazz, world fusion, jazz fusion",mul,4%,16920,194175,wf_sweet_spot,250,25,0,0,2025-09-26,1974,25,10,15,15,15,8,90e9e2b4-b1b2-491f-84c7-df117edaa9f5,https://www.last.fm/music/Piirpauke,
68,Risto,88,Finland,Group,"indie rock, rock",fin,11%,33246,1317208,wf_sweet_spot,90,8,2,0,2026-04-03,2002,25,10,15,15,15,8,ef93da9e-2e6a-49e6-a139-6844f0a428a2,https://www.last.fm/music/Risto,
69,Venus Star,88,Finland,Group,black metal,eng,100%,2047,50725,small,90,7,4,0,2025-06-11,,15,20,15,15,15,8,6557a4b1-314c-4296-9525-d64ad8d23123,https://www.last.fm/music/Venus+Star,
70,pehmoaino,88,Finland,Person,"synth-pop, indie pop, ambient pop",fin,17%,21762,1998404,wf_sweet_spot,19,1,1,4,2025-04-10,2001,25,10,15,15,15,8,6489acf8-9e56-42cb-89ae-1be4811930e0,https://www.last.fm/music/Pehmoaino,
71,Altaria,87,Finland,Group,"heavy metal, power metal",eng,100%,75536,1198680,wf_sweet_spot,72,6,2,2,2022-07-08,2000,25,20,15,4,15,8,fcc62161-ea44-4864-8f68-c49a88f141fe,https://www.last.fm/music/Altaria,
72,Avathar,87,Finland,Group,"folk metal, black metal",eng,92%,8549,150789,wf_sweet_spot,70,3,8,0,2021-04-01,2000,25,20,15,4,15,8,b8449ea9-5541-483a-b5a3-3c5b3ffcc60e,https://www.last.fm/music/Avathar,
73,Bonehunter,87,Finland,Group,"war, destruction, bitches, horror, black metal, thrash metal",eng,94%,8252,180670,wf_sweet_spot,91,5,8,1,2021-08-20,2011,25,20,15,4,15,8,1b477133-afaa-435e-9611-670f0d2d0d6d,https://www.last.fm/music/Bonehunter,
74,Brymir,87,Finland,Group,"pagan, symphonic metal, melodic death metal, pagan metal, folk metal",eng,100%,37991,1210361,wf_sweet_spot,45,4,0,5,2022-08-26,2006,25,20,15,4,15,8,8b848759-779b-4069-bb5c-b4d2b725b4f8,https://www.last.fm/music/Brymir,
75,Demilich,87,Finland,Group,"death metal, technical death metal",eng,100%,65555,2211793,wf_sweet_spot,50,3,4,0,2021-12-07,1990,25,20,15,4,15,8,c12476fc-3f8d-4340-8dba-883bdee08ee7,https://www.last.fm/music/Demilich,
